stock_code,market,alias,alias_type,source,confidence,updated_at
00372,HK,00372,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879500
00372,HK,保德国际发展,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879502
00373,HK,00373,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879513
00373,HK,联合集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879514
00374,HK,00374,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879525
00374,HK,四洲集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879527
00375,HK,00375,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879537
00375,HK,YGM贸易,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879539
00376,HK,00376,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879549
00376,HK,云锋金融,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879551
00377,HK,00377,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879563
00377,HK,中国华君,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879565
00379,HK,00379,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879575
00379,HK,恒嘉融资租赁,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879577
00380,HK,00380,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879587
00380,HK,中国管业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879589
00381,HK,00381,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879600
00381,HK,权识国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879601
00382,HK,00382,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879612
00382,HK,中汇集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879614
00383,HK,00383,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879624
00383,HK,天安卓健,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879626
00384,HK,00384,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879637
00384,HK,中国燃气,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879638
00385,HK,00385,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879649
00385,HK,建联集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879651
00386,HK,00386,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879661
00386,HK,中国石油化工股份,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879663
00387,HK,00387,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879675
00387,HK,力丰(集团),company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879677
00388,HK,00388,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879687
00388,HK,香港交易所,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879689
00389,HK,00389,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879700
00389,HK,通天酒业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879702
00390,HK,00390,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879712
00390,HK,中国中铁,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879714
00391,HK,00391,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879725
00391,HK,美亚娱乐资讯,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879727
00392,HK,00392,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879737
00392,HK,北京控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879739
00393,HK,00393,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879749
00393,HK,旭日企业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879751
00396,HK,00396,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879762
00396,HK,兴利(香港)控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879764
00397,HK,00397,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879774
00397,HK,嬴集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879776
00398,HK,00398,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879787
00398,HK,东方表行集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879788
00399,HK,00399,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879799
00399,HK,星太链集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879801
00400,HK,00400,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879811
00400,HK,硬蛋创新,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879813
00401,HK,00401,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879823
00401,HK,万嘉集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879825
00403,HK,00403,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879836
00403,HK,星光集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879838
00406,HK,00406,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879852
00406,HK,有利集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879854
00408,HK,00408,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879865
00408,HK,叶氏化工集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879867
00410,HK,00410,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879881
00410,HK,SOHO中国,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879884
00411,HK,00411,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879896
00411,HK,南顺(香港),company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879898
00412,HK,00412,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879909
00412,HK,山高控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879911
00413,HK,00413,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879922
00413,HK,南华集团控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879925
00417,HK,00417,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879936
00417,HK,谢瑞麟,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879938
00418,HK,00418,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879950
00418,HK,方正控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879952
00419,HK,00419,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879963
00419,HK,弘毅文化集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879965
00420,HK,00420,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879976
00420,HK,福田实业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879978
00422,HK,00422,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.879988
00422,HK,越南制造加工出口,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.879990
00423,HK,00423,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880001
00423,HK,经济日报集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880002
00425,HK,00425,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880013
00425,HK,敏实集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880015
00426,HK,00426,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880025
00426,HK,万华媒体,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880027
00428,HK,00428,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880038
00428,HK,中国天弓控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880039
00430,HK,00430,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880050
00430,HK,东方兴业控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880052
00431,HK,00431,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880064
00431,HK,大中华金融,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880066
00432,HK,00432,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880076
00432,HK,盈大地产,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880078
00433,HK,00433,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880088
00433,HK,北方矿业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880090
00434,HK,00434,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880101
00434,HK,博雅互动,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880103
00436,HK,00436,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880113
00436,HK,新宇环保,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880115
00438,HK,00438,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880125
00438,HK,彩虹新能源,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880127
00439,HK,00439,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880138
00439,HK,瀚源控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880140
00440,HK,00440,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880150
00440,HK,大新金融,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880152
00442,HK,00442,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880162
00442,HK,域能控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880164
00444,HK,00444,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880175
00444,HK,先施表行,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880176
00450,HK,00450,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880187
00450,HK,鸿兴印刷集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880189
00451,HK,00451,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880199
00451,HK,协鑫新能源,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880201
00455,HK,00455,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880212
00455,HK,天大药业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880213
00456,HK,00456,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880224
00456,HK,新城市建设发展,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880226
00458,HK,00458,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880236
00458,HK,联亚集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880238
00460,HK,00460,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880249
00460,HK,四环医药,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880250
00464,HK,00464,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880261
00464,HK,中国智能科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880262
00465,HK,00465,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880273
00465,HK,富通科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880275
00467,HK,00467,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880285
00467,HK,联合能源集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880287
00468,HK,00468,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880297
00468,HK,纷美包装,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880299
00470,HK,00470,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880310
00470,HK,先导智能,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880311
00471,HK,00471,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880322
00471,HK,中播数据,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880324
00472,HK,00472,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880334
00472,HK,新丝路控股集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880336
00474,HK,00474,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880346
00474,HK,信铭生命科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880348
00475,HK,00475,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880359
00475,HK,中发展控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880360
00476,HK,00476,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880371
00476,HK,科轩动力控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880373
00480,HK,00480,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880383
00480,HK,香港兴业国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880386
00482,HK,00482,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880396
00482,HK,圣马丁国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880398
00483,HK,00483,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880408
00483,HK,包浩斯国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880410
00484,HK,00484,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880421
00484,HK,云游控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880422
00485,HK,00485,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880433
00485,HK,中国华星,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880435
00486,HK,00486,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880445
00486,HK,俄铝,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880447
00487,HK,00487,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880457
00487,HK,实德环球,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880459
00488,HK,00488,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880471
00488,HK,丽新发展,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880473
00491,HK,00491,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880483
00491,HK,英皇文化产业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880485
00493,HK,00493,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880496
00493,HK,国美零售,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880497
00495,HK,00495,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880508
00495,HK,百利大,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880510
00496,HK,00496,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880520
00496,HK,卡森国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880522
00497,HK,00497,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880533
00497,HK,资本策略地产,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880535
00498,HK,00498,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880547
00498,HK,蓝河控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880549
00499,HK,00499,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880559
00499,HK,青岛控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880561
00500,HK,00500,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880572
00500,HK,先丰服务集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880573
00501,HK,00501,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880584
00501,HK,豪威集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880586
00505,HK,00505,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880596
00505,HK,兴业合金,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880598
00506,HK,00506,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880609
00506,HK,中国食品,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880610
00508,HK,00508,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880621
00508,HK,鼎亿集团投资,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880623
00509,HK,00509,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880633
00509,HK,世纪阳光,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880635
00510,HK,00510,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880646
00510,HK,时富金融服务集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880647
00511,HK,00511,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880658
00511,HK,电视广播,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880660
00512,HK,00512,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880670
00512,HK,远大医药,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880672
00513,HK,00513,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880682
00513,HK,恒和集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880684
00515,HK,00515,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880695
00515,HK,中华银科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880697
00517,HK,00517,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880710
00517,HK,中远海运国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880712
00518,HK,00518,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880725
00518,HK,同得仕(集团),company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880727
00519,HK,00519,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880738
00519,HK,诺科达科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880740
00520,HK,00520,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880750
00520,HK,呷哺呷哺,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880752
00521,HK,00521,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880763
00521,HK,CWT INT'L,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880764
00522,HK,00522,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880775
00522,HK,ASMPT,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880777
00524,HK,00524,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880787
00524,HK,长城天下,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880789
00525,HK,00525,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880799
00525,HK,广深铁路股份,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880801
00526,HK,00526,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880812
00526,HK,利时集团控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880813
00527,HK,00527,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880824
00527,HK,瑞风新能源,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880826
00528,HK,00528,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880836
00528,HK,金达控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880838
00529,HK,00529,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880848
00529,HK,新龙国际集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880850
00532,HK,00532,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880861
00532,HK,王氏港建,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880862
00533,HK,00533,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880875
00533,HK,金利来集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880878
00535,HK,00535,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880891
00535,HK,金地商置,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880893
00536,HK,00536,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880904
00536,HK,贸易通,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880906
00538,HK,00538,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880917
00538,HK,味千(中国),company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880919
00540,HK,00540,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880931
00540,HK,迅捷环球控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880933
00542,HK,00542,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880944
00542,HK,中国文旅农业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880946
00543,HK,00543,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880957
00543,HK,太平洋网络,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880959
00544,HK,00544,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880970
00544,HK,大同集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880971
00546,HK,00546,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880982
00546,HK,阜丰集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880984
00547,HK,00547,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.880994
00547,HK,数字王国,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.880996
00548,HK,00548,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881006
00548,HK,深圳高速公路股份,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881008
00550,HK,00550,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881078
00550,HK,律齐文化,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881084
00551,HK,00551,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881106
00551,HK,裕元集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881108
00552,HK,00552,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881132
00552,HK,中国通信服务,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881135
00553,HK,00553,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881149
00553,HK,南京熊猫电子股份,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881151
00554,HK,00554,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881165
00554,HK,汉思集团控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881168
00556,HK,00556,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881183
00556,HK,泛亚环保,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881185
00557,HK,00557,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881197
00557,HK,天元医疗,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881199
00558,HK,00558,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881210
00558,HK,力劲科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881212
00559,HK,00559,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881223
00559,HK,德泰新能源集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881225
00560,HK,00560,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881237
00560,HK,珠江船务,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881239
00563,HK,00563,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881250
00563,HK,上实城市开发,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881252
00564,HK,00564,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881263
00564,HK,中创智领,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881265
00565,HK,00565,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881276
00565,HK,锦艺集团控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881278
00567,HK,00567,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881289
00567,HK,大昌微线集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881290
00568,HK,00568,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881301
00568,HK,山东墨龙,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881303
00570,HK,00570,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881314
00570,HK,中国中药,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881316
00571,HK,00571,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881327
00571,HK,丰德丽控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881329
00572,HK,00572,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881339
00572,HK,未来世界控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881341
00573,HK,00573,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881352
00573,HK,稻香控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881354
00574,HK,00574,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881365
00574,HK,百信国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881367
00575,HK,00575,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881378
00575,HK,励晶太平洋,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881380
00576,HK,00576,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881391
00576,HK,浙江沪杭甬,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881392
00579,HK,00579,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881403
00579,HK,京能清洁能源,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881405
00580,HK,00580,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881416
00580,HK,赛晶科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881418
00581,HK,00581,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881429
00581,HK,中国东方集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881431
00582,HK,00582,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881441
00582,HK,神话世界,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881443
00583,HK,00583,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881454
00583,HK,长城环亚控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881456
00585,HK,00585,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881467
00585,HK,意力国际,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881468
00586,HK,00586,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881479
00586,HK,海螺创业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881481
00587,HK,00587,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881492
00587,HK,海螺环保,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881493
00588,HK,00588,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881506
00588,HK,北京北辰实业股份,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881508
00589,HK,00589,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881520
00590,HK,00590,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881531
00590,HK,六福集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881533
00591,HK,00591,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881544
00591,HK,中国高精密,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881546
00595,HK,00595,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881557
00595,HK,先思行集团,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881559
00596,HK,00596,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881569
00596,HK,浪潮数字企业,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881571
00598,HK,00598,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881582
00598,HK,中国外运,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881584
00599,HK,00599,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881595
00599,HK,怡邦行控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881596
00600,HK,00600,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881607
00600,HK,爱芯元智,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881609
00601,HK,00601,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881620
00601,HK,稀镁科技,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881622
00602,HK,00602,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881632
00602,HK,佳华百货控股,company_name,stock_info_registry,0.95,2026-06-06T19:08:54.881634
00603,HK,00603,stock_code,stock_info_registry,1.0,2026-06-06T19:08:54.881645
